Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
1052;GARAGE PREMIUM;65 RUE DE TOURCOING;OUV;AUTRES TYPE DE SERVICES;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172925870096183, 50.7012442558559]}";50.7012442559,3.1729258701;50.7012442559;3.1729258701
1037;PIZZA BY NIGHT;62 RUE DE MOUVAUX;OUV;;6;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.157947527261675, 50.69408972162582]}";50.6940897216,3.15794752726;50.6940897216;3.15794752726
1143;SOON;80 AVENUE JEAN BAPTISTE LEBAS;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168711621798566, 50.69356976647077]}";50.6935697665,3.1687116218;50.6935697665;3.1687116218
1110;CHEZ GAGO;76 RUE DU CAIRE;OUV;CAFE HOTEL RESTAURANT;6;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.1920936817813, 50.70445234562544]}";50.7044523456,3.19209368178;50.7044523456;3.19209368178
1116;PHNOM PENH;78 RUE DE L EPEULE;OUV;ALIMENTAIRE;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161412598681042, 50.690166785811755]}";50.6901667858,3.16141259868;50.6901667858;3.16141259868
1044;;64 RUE DU MARECHAL FOCH;DISPO;ALIMENTAIRE;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174275807321456, 50.688236718407765]}";50.6882367184,3.17427580732;50.6882367184;3.17427580732
1027;MS COIFFURE;60 RUE DAUBENTON;OUV;CF;5;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177394551897407, 50.700609122112375]}";50.7006091221,3.1773945519;50.7006091221;3.1773945519
1102;;73/75 RUE DE FLANDRE;DISPO;;8;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176434100407174, 50.702162970869814]}";50.7021629709,3.17643410041;50.7021629709;3.17643410041
1075;FOR  MEN - MAISON DEVLAMINCK;7 AVENUE JEAN BAPTISTE LEBAS;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172179793326111, 50.6918984004116]}";50.6918984004,3.17217979333;50.6918984004;3.17217979333
1080;AUX TISSUS DE ROUBAIX;7 PLACE DE LA GARE;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163871970033723, 50.69515983491961]}";50.6951598349,3.16387197003;50.6951598349;3.16387197003
1146;LAS  TACOS;80 RUE DE L EPEULE;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161364181584282, 50.69013694257444]}";50.6901369426,3.16136418158;50.6901369426;3.16136418158
1212;FLEURS DE CAROLINE;92B BOULEVARD D ARMENTIERES;OUV;FL;4;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.160812150438432, 50.699898652914094]}";50.6998986529,3.16081215044;50.6998986529;3.16081215044
1287;;42B/44 AVENUE JEAN BAPTISTE LEBAS;PROJ;;8;;CENTRE;O;O;Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.171225169209634, 50.69253112199768]}";50.692531122,3.17122516921;50.692531122;3.17122516921
1229;L'ATELIER GOURMAND;99 RUE DE L EPEULE;OUV;;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.160783830644324, 50.68963865281845]}";50.6896386528,3.16078383064;50.6896386528;3.16078383064
1213;MOB DESTOCK;93 BOULEVARD GAMBETTA;OUV;EQUIPEMENT DE LA PERSONNE;3;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182833600430742, 50.69232172309715]}";50.6923217231,3.18283360043;50.6923217231;3.18283360043
1147;ALIMENTATION GENERALE;80 RUE JEAN MOULIN;OUV;AU_INF;1;;CENTRE;N;O;;"{""type"": ""Point"", ""coordinates"": [3.175931570501081, 50.68589763893671]}";50.6858976389,3.1759315705;50.6858976389;3.1759315705
1168;CREPES CORNER;85 GRANDE RUE;OUV;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180073001156783, 50.69277476001559]}";50.69277476,3.18007300116;50.69277476;3.18007300116
1234;B&O;2 PLACE DE LA GARE;OUV;RR;6;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164486602305615, 50.69531426419573]}";50.6953142642,3.16448660231;50.6953142642;3.16448660231
1190;A M E BEAUTE;9 CONTOUR SAINT MARTIN;OUV;PB;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173761437907681, 50.69219928629207]}";50.6921992863,3.17376143791;50.6921992863;3.17376143791
1162;;84 BOULEVARD DU GENERAL LECLERC;DISPO;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178871938829929, 50.69072992996396]}";50.69072993,3.17887193883;50.69072993;3.17887193883
1180;IZMIR;87 RUE DU GRAND CHEMIN;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163395859701454, 50.6921121290919]}";50.6921121291,3.1633958597;50.6921121291;3.1633958597
1207;CAFE BRASSERIE DE L EPEULE;91 RUE DU GRAND CHEMIN;OUV;DB;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163181307994614, 50.69213338918429]}";50.6921333892,3.16318130799;50.6921333892;3.16318130799
1160;VIENNOISERIE NOUVELLE DU THEATRE;83B RUE PIERRE DE ROUBAIX;OUV;AU;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187422092646246, 50.68979458717252]}";50.6897945872,3.18742209265;50.6897945872;3.18742209265
1281;L'ARTISAN;32 PLACE DE LA LIBERTE;OUV;;1;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178977301494087, 50.69141137955511]}";50.6914113796,3.17897730149;50.6914113796;3.17897730149
1156;AUTO ECOLE LAMRI;82 RUE DE L HOMMELET;DISPO;AUTRES TYPE DE SERVICES;8;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182253409115933, 50.695760668950754]}";50.695760669,3.18225340912;50.695760669;3.18225340912
1170;AUBAINE;85 RUE DE L ALMA;OUV;EQUIPEMENT DE LA MAISON;3;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166958156755605, 50.697885730275516]}";50.6978857303,3.16695815676;50.6978857303;3.16695815676
1218;ALADIN;94 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166510849147516, 50.697498211177006]}";50.6974982112,3.16651084915;50.6974982112;3.16651084915
1290;NIGHT SHO¨P;53B AVENUE JEAN BAPTISTE LEBAS;OUV;;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170032786710789, 50.69278230009526]}";50.6927823001,3.17003278671;50.6927823001;3.17003278671
1219;OPTIQUE EPEULE;94 RUE DE L EPEULE;OUV;OP;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.160917438139093, 50.6898721885902]}";50.6898721886,3.16091743814;50.6898721886;3.16091743814
1166;EURO CAVES NOVAS;84B RUE DE LA ROCHEFOUCAULD;OUV;AU_INF;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.178931604814774, 50.67816408269887]}";50.6781640827,3.17893160481;50.6781640827;3.17893160481
1159;PIZZA FINA;83 GRANDE RUE;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180020496095887, 50.69276104737463]}";50.6927610474,3.1800204961;50.6927610474;3.1800204961
1223;DUCROQUET MERCERIE;97 GRANDE RUE;OUV;EQUIPEMENT DE LA MAISON;3;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1808503489609032, 50.69289762024649]}";50.6928976202,3.18085034896;50.6928976202;3.18085034896
1185;PHARMACIE LINNE;89 AVENUE LINNE;OUV;PH;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.19093517740069, 50.67928363497005]}";50.679283635,3.1909351774;50.679283635;3.1909351774
1277;;58 GRANDE RUE;PROJ;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.179422054408377, 50.69253769606344]}";50.6925376961,3.17942205441;50.6925376961;3.17942205441
1195;SALON THÉ EGE;9 RUE DE LA VIGNE;OUV;CAFE HOTEL RESTAURANT;6;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.180479895881522, 50.69996659115836]}";50.6999665912,3.18047989588;50.6999665912;3.18047989588
1158;CARGLASS;83 BOULEVARD GAMBETTA;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18261078635764, 50.69227946322091]}";50.6922794632,3.18261078636;50.6922794632;3.18261078636
1214;LE SAXO;93B GRANDE RUE;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180757736827787, 50.69288210964251]}";50.6928821096,3.18075773683;50.6928821096;3.18075773683
1265;;52 RUE DU VIEIL ABREUVOIR;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173943418161392, 50.6929417652071]}";50.6929417652,3.17394341816;50.6929417652;3.17394341816
1208;L'HIRONDELLE;92 BOULEVARD D ALSACE;OUV;BOULANGERIE;1;;OUEST;O;N;;"{""type"": ""Point"", ""coordinates"": [3.160940243743282, 50.69993842419875]}";50.6999384242,3.16094024374;50.6999384242;3.16094024374
1191;TRIANGLE INTERIM;9 GRAND PLACE;OUV;;7;;CENTRE;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.173092000356215, 50.69139629736171]}";50.6913962974,3.17309200036;50.6913962974;3.17309200036
1325;;18 RUE DU GENERAL SARRAIL;DISPO;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.171934975906617, 50.691605102504724]}";50.6916051025,3.17193497591;50.6916051025;3.17193497591
1336;IK MODE;68 RUE DE L EPEULE;OUV;VET;2;;OUEST;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.161801156226817, 50.69040058228947]}";50.6904005823,3.16180115623;50.6904005823;3.16180115623
8402;DELESPAUL COURTAGE ASSURANCE;24 BOULEVARD DE BELFORT;OUV;AU;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183823706291364, 50.68896479856112]}";50.6889647986,3.18382370629;50.6889647986;3.18382370629
15202;BAB EL HARAH;139 RUE DE LANNOY;OUV;RR;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18497185543186, 50.68712102808785]}";50.6871210281,3.18497185543;50.6871210281;3.18497185543
18002;MISS JANY FLEURS;143 BOULEVARD DE FOURMIES;OUV;AU;3;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183677549042503, 50.67461106148367]}";50.6746110615,3.18367754904;50.6746110615;3.18367754904
4805;CHAUSSEA;21 BIS GRAND RUE;OUV;;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177057602460668, 50.69294140051208]}";50.6929414005,3.17705760246;50.6929414005;3.17705760246
1310;NEW VAPO;13 RUE PIERRE MOTTE;OUV;;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176203994863144, 50.690985710774235]}";50.6909857108,3.17620399486;50.6909857108;3.17620399486
12002;;150 RUE DU COLLÈGE;OUV;AU_INF;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17666305147847, 50.69876231954525]}";50.6987623195,3.17666305148;50.6987623195;3.17666305148
19202;PRESTIGE AUTO;35 B  BOULEVARD MONTESQUIEU;OUV;AU;5;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.161997802734431, 50.684279369976075]}";50.68427937,3.16199780273;50.68427937;3.16199780273
6412;VILA MODA;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197765161754294, 50.67496001342246]}";50.6749600134,3.19776516175;50.6749600134;3.19776516175
